Temperature (°C),Dissolved Oxygen (mg/L),PH,Hardness (ppm),Humidity (%),Density (fish/L),Nitrogen Load (mg/L),Substrate,Noise Level,Light-Dark Cycle,Water Flow,ECI,Comfort Category
24.882913263771403,5.0440557638640255,6.9321073274365625,53.967814579170245,39.92586744287598,6.804512931209021,19.660523384746504,gravel,medium,12/12,high,30,Low
27.697450729227278,6.78372204596066,6.546802668094486,66.04074802353439,46.89356244595643,4.717410081037151,14.095665942394247,gravel,high,14/10,low,65,Medium
26.799572434491754,6.76209581616401,7.407383327079661,158.43653623781776,44.596698833705084,5.154558153372291,59.87695856230028,sand,medium,14/10,high,65,Medium
25.96568515289046,6.797484429199667,6.893484025326535,136.00112657898475,63.198093178434995,5.5447518816563734,47.16365126179637,glass,low,12/12,low,55,Medium
23.72196495247548,5.988507847611709,6.701842551773928,82.14219767955835,61.99659726949791,4.74715958164561,25.97582343842237,glass,medium,10/14,high,35,Low
28.348493268265326,7.753155329439546,7.3811731087752985,67.08923793860937,46.615188305939405,3.4659710652638935,34.16469248801241,gravel,medium,10/14,medium,85,High
29.259971866405788,6.850331382086385,6.542624167787182,102.00486240214957,63.826025419027154,4.17124147742815,11.585263634995272,sand,medium,10/14,low,45,Medium
27.68325515908261,6.075759257475781,7.686342310181991,73.72736759373934,43.229133658370664,4.6056593530534915,34.7794171334654,sand,high,14/10,medium,75,High
27.003739998361077,6.640284514504045,8.06250388882686,91.37588460920149,64.97302310110884,5.814808033898845,51.71435594835602,sand,low,14/10,medium,50,Medium
25.092930669410027,6.435347474812477,7.249379716473684,143.2444828742981,67.8784852694364,4.654755507975045,60.092912928264404,sand,high,12/12,high,35,Low
27.36761844311171,8.123903410924148,7.800174421144034,58.52340997798084,63.911053185988116,5.564507816876921,69.25245217143296,gravel,medium,14/10,high,35,Low
26.998188828866425,7.752129036988179,6.686216676012371,113.43329348386769,59.48818829351824,3.718403069716921,12.065579018261772,gravel,high,10/14,low,60,Medium
25.43387455894839,7.3410616773211546,6.6412146202525735,89.94146017187128,69.14644511272064,5.8421044978694,59.815930505709815,gravel,medium,10/14,high,45,Medium
26.93175036232996,6.793019080937785,8.021564635377498,73.15723256635233,40.515470925381095,4.868131131018121,43.8409895770579,glass,low,10/14,low,60,Medium
28.46440708367771,5.380451333344183,7.798344198226814,44.398963904883225,49.66423499527664,3.6014570961402836,36.419872488870546,gravel,high,10/14,medium,35,Low
28.017173842386338,7.639644731215544,7.358076525432551,100.62720700495595,49.54919771435066,4.348922338004126,66.89804025046023,glass,medium,14/10,high,55,Medium
27.836753960287446,5.626850538586499,6.645992594728207,67.64764586135674,60.15957136680971,3.0441140308431023,43.47627140869022,gravel,high,14/10,medium,55,Medium
28.219963252326696,8.329969424996953,5.805266648372603,76.64237429055771,39.215817494095994,6.236536190545239,62.1428407257082,glass,low,14/10,low,0,Low
28.173613899683627,6.965512909245821,7.4768240476794965,147.90298253859092,42.900961859392915,5.499194272335899,48.058733857920586,sand,low,14/10,high,80,High
26.17642469836908,6.7413754568217925,7.344344083864211,58.08488521299677,38.48484005455811,3.809071447195493,56.47720955963733,glass,high,14/10,low,50,Medium
28.751622378387424,7.241700502194147,7.416343771173575,110.39588239487371,49.20550286134391,2.7895649761948365,12.149524551550613,gravel,high,14/10,low,55,Medium
26.61757438363825,7.226022570972005,7.3026496263403535,108.22295947689405,41.826910044116445,6.271570784220726,24.52718231808533,glass,medium,10/14,high,70,High
27.783928284151305,5.482833315004802,6.830906782975847,90.55502253758439,59.712363858159,4.2543699215031205,55.7960900162983,glass,low,12/12,low,50,Medium
24.92438402262794,7.390354540369557,6.959631617687381,123.35731012130637,39.85222790829415,4.389656408568224,13.288446033647743,gravel,high,10/14,high,50,Medium
26.477945364101103,5.728863015010848,7.717248646026635,140.3150825330861,42.443350711347634,5.319849520699934,25.783303683563787,sand,high,12/12,medium,45,Medium
26.730991297123797,5.706106477551178,6.258971228588637,134.54623339374385,50.01151747582915,3.5818296840009785,63.59191119174635,glass,medium,14/10,medium,30,Low
28.83254661387597,7.38671677670738,7.166785636921209,121.4231710179209,56.46050599853389,4.62260528926433,22.642511300311266,gravel,low,10/14,low,75,High
24.743521975071246,7.043936674618576,6.62993697994997,120.66163863061091,51.298960590994255,2.953841188326558,67.08797188158618,sand,high,14/10,high,10,Low
24.48199773238429,8.597243125367548,6.148679391432422,153.08442206008135,35.51440149439235,4.191873347994745,10.928212853054653,sand,low,12/12,high,35,Low
25.90715433336196,6.96716098512844,7.634940783675012,85.07803554973675,60.45487548418975,3.049801600210215,43.497403512911525,sand,medium,12/12,medium,70,High
28.26502574085483,5.355893679796453,6.991637567375411,150.83964761505652,38.94950686741595,3.9326739803594175,33.32195350866438,glass,high,14/10,medium,40,Medium
24.981645172472096,4.732313519902566,6.526406879739223,110.78253916267892,40.97188255133884,2.8976461508978,28.90966732802383,glass,high,10/14,medium,0,Low
22.213927995222555,5.83244149198618,6.241272509201016,138.31434119118407,48.605625531607274,3.785023861806648,65.43682300411096,sand,high,14/10,low,0,Low
27.67897837266308,6.311983585523639,6.960414109718805,94.5108493917793,39.76203781898485,3.6750125771439754,26.1821972105679,glass,medium,12/12,low,75,High
27.702873761598195,7.829735714632427,6.299468859636966,79.79956565023434,67.8860211496534,6.520791853728455,69.00747514461476,gravel,low,10/14,medium,20,Low
29.271985816191826,5.44713187765232,7.086531238679307,72.60038349024265,54.736933120531035,3.4110320685517066,48.2035345637268,sand,medium,14/10,medium,60,Medium
26.68659380215571,7.304890543198617,6.907914620176275,68.54976404487094,39.40558740242663,3.9156705350685606,58.563389611365686,gravel,low,14/10,high,80,High
25.031818721516977,8.276492160891431,6.216263373605627,98.23645161864233,63.77193943508554,2.6940172464060654,47.97876509259273,sand,medium,10/14,high,50,Medium
27.09005991824277,7.698117878198411,6.269907907510507,91.92419298162626,42.29860941396901,6.618488838883345,32.081468168121475,sand,high,14/10,high,45,Medium
26.076712019592332,5.993478135699784,6.763575399082689,93.68225120389118,58.47027204589402,3.557423597772132,54.84527577498787,glass,low,12/12,medium,50,Medium
26.001077368763614,5.848159848027587,7.189062774843207,67.31124274059913,58.87600418178881,6.881909773689056,11.81254167645227,glass,low,10/14,low,45,Medium
28.04630132378526,7.548375181917863,7.440497502000272,92.81912476081857,57.61252777094286,3.239718526718038,17.465328068161217,sand,high,14/10,high,75,High
24.81126509563698,4.853863882914817,7.521767847420341,166.80952725813597,60.90627792622519,2.710279244713546,35.898159011199965,gravel,medium,14/10,low,0,Low
26.430868101575488,6.947519248331815,6.690371078243667,55.97868307927971,68.97324919499917,4.13666847907555,14.985393578930566,sand,low,12/12,low,70,High
29.128809957702263,6.900753726979506,6.295867181275862,118.43158850854438,41.37384157118419,4.508968624705763,65.92965349131916,glass,low,12/12,medium,15,Low
26.9122916379306,5.228979346053961,7.573661027581064,43.16706767596949,37.15399948159432,3.7097016760448853,56.184682248182625,glass,low,14/10,low,30,Low
27.445464239716348,7.087342481377216,6.249642999060597,158.32185849861918,53.97062530608118,3.922014326333459,20.804333043345107,gravel,medium,10/14,high,65,Medium
24.771209752006556,5.897588345684613,8.458019009730117,39.08338763542884,56.59385718914867,4.579065153697276,67.87730912599187,sand,low,14/10,medium,0,Low
27.801064317123682,5.416602032513661,7.613055770986791,52.56200537914333,45.82426585332734,3.14983952362086,51.049965653082246,sand,high,10/14,medium,40,Medium
27.622661408587266,7.254876336252033,7.214941581389887,101.75861010435177,54.93410142228947,3.3651723457006426,60.203154071908884,sand,medium,10/14,high,65,Medium
27.33408617660262,6.943910162822997,7.573128085177054,49.336133967594556,61.66187822219432,4.528337780388877,68.2033533163985,sand,low,14/10,high,45,Medium
27.710320017800488,7.4393081471257085,7.747819511913619,112.70107265052714,57.00834770385496,4.94935580778577,37.33032563293105,gravel,low,10/14,high,85,High
27.115723549290262,5.047382472353015,6.09989000428724,111.84540929820359,44.44178946753866,2.3458323993077648,59.82847029724571,gravel,medium,14/10,high,40,Medium
29.412635596912946,7.153520942062,7.001131583920185,45.54977524190178,53.21218666051268,4.30919606865483,16.787922916066762,sand,medium,12/12,high,60,Medium
25.997710220797096,5.394109504532662,7.486596439633322,144.40177161790572,55.69823023700947,3.2420835025059045,10.743044694969672,gravel,medium,10/14,medium,70,High
24.52101039619469,7.0152455195101435,6.643309042640157,51.961992329844186,41.05254207201783,2.157558847781896,29.98957791178629,sand,medium,14/10,high,55,Medium
27.01225790352844,7.271290486771931,7.548531781232558,158.61611424155504,41.970031255787354,4.389679654791905,56.25655268278877,glass,low,12/12,high,55,Medium
28.53991198959664,5.895413854382452,7.175852556321414,66.04659320784779,45.41303867362227,3.173499706442132,64.66368125354958,glass,high,10/14,high,20,Low
28.310384553309152,7.122323348966223,7.328565523823336,78.29066192989514,64.94799857393696,6.491263032720426,54.02454929892866,glass,medium,12/12,low,30,Low
27.86665109170621,6.353134283066652,6.938576444639281,161.32729444254315,37.62079212939554,6.194399516072104,28.37361136387771,glass,low,12/12,high,55,Medium
28.17789975025403,5.5783061267108565,6.949648738447461,138.6693466174894,37.95795227936408,2.6862224653041853,27.195453888217006,gravel,medium,10/14,high,55,Medium
25.435511162840257,5.346859482950601,6.507969405504028,74.83022640326114,35.24291578814584,4.633360119995163,22.08863192577126,sand,high,12/12,high,40,Medium
27.5704969862689,6.449063904444396,6.660705631608958,103.72730158797887,52.10849071762672,5.0185388572871545,18.854247435043114,glass,low,10/14,medium,70,High
27.671230734552054,8.536088141251152,6.389941191211771,63.07743109087196,50.77978218263301,3.290585637636978,43.54575467644632,gravel,low,14/10,high,80,High
27.605609169857743,6.451053283529656,7.428853222828929,83.8152336792543,37.341255727946574,4.736629297311504,50.14802389442868,glass,low,10/14,low,60,Medium
28.565627705930375,6.651163330462639,7.3249662354628,76.62166970879781,66.52608492237152,2.764047606674141,29.72891203272641,sand,medium,12/12,low,60,Medium
28.343577142194718,6.633299436902193,6.922861236509202,97.3623223365745,45.68068176531097,5.668899381852109,45.65858829813314,gravel,high,12/12,medium,60,Medium
26.317557743909198,7.2690932926194645,8.083694711614415,70.46673816379412,40.47296154345608,4.574298516998238,46.5213109548942,gravel,medium,10/14,high,75,High
25.35838678890831,5.747111202118547,6.613598466503698,118.29520050073458,54.55787039240675,3.8943794857426233,38.91598945068084,gravel,low,10/14,low,50,Medium
26.14675461673523,5.34042155705675,6.783352252057189,59.526806885863174,54.51754191142177,7.477727412684337,36.50083016352897,sand,high,14/10,high,40,Medium
26.726066963678946,4.960799716345932,7.481490273054812,116.23140099428191,46.37233361330011,2.978790633846372,50.00065380336166,gravel,high,14/10,low,20,Low
25.496468663158737,5.3646234310304735,6.59040808144598,73.08379483902964,43.54521236545076,5.871786266836671,38.38671732399164,glass,medium,10/14,medium,45,Medium
27.28437628485193,7.312362618320646,6.3154654604473,68.61610594433411,41.404550574156865,3.2326072916010404,18.32238237508363,sand,high,14/10,high,65,Medium
27.480211181422728,6.3532945691110765,6.907687272030431,156.53095203003002,43.59841374788452,3.238983488675604,28.065301598953546,sand,high,10/14,high,70,High
25.79927468933094,7.295264041259179,7.743525220497008,124.96274191544741,60.38609361676705,7.544406044444215,60.71108972792497,sand,low,10/14,low,10,Low
25.276523659024132,5.421286302105586,6.835689337700022,72.21696059189001,58.71186484186152,6.401825331184868,18.482441980453117,sand,medium,10/14,high,50,Medium
25.59802307985553,5.88189694088319,6.998773765299783,129.76758167525432,59.07685493922047,5.376626915485898,41.53324871064569,glass,medium,10/14,high,55,Medium
25.939669641680347,7.5274235918355235,7.629040080644915,47.312355778049614,44.1398503305779,5.845928794898586,58.86179145199148,sand,low,10/14,high,40,Medium
29.837799660614184,8.116740983026027,7.279322837307696,124.79681801966233,51.33096195709871,3.5023049796120023,38.45642595802942,gravel,low,14/10,low,65,Medium
28.509929306193673,5.247162234875452,7.626686692887196,97.10048888095422,39.23910336063975,5.806948848194075,59.815248637077886,gravel,low,10/14,medium,30,Low
26.613654515410705,7.262432294757819,7.5207302648306475,96.19642819568483,32.883390188537135,3.4038996190423068,15.098076730641576,gravel,low,12/12,medium,80,High
26.9201302529325,7.173467410292223,6.744579667146041,141.5087334874545,60.38982740793259,2.7815300370091447,27.96945768369869,sand,high,14/10,low,50,Medium
29.222718169355357,4.765776207958863,8.21942703556132,108.99731459371415,57.36133248505157,2.142441252634041,24.91387207466203,glass,medium,14/10,medium,10,Low
24.20310717539945,6.64294908028336,6.756073796831624,102.6362682851885,60.105022210883455,4.697924057155101,22.39550304904067,gravel,high,12/12,low,30,Low
27.682934604692143,5.656216454380852,8.069924031570686,68.47095951561187,49.1595708020501,2.3598925317422412,30.804176462896095,glass,high,14/10,high,35,Low
26.51068695110167,5.711768294193828,6.6417489104535115,96.76930697362421,47.77560032180889,3.9698071221026865,29.246149908243435,glass,low,10/14,low,55,Medium
26.36117872753501,7.135486516120252,6.9026335924001625,147.34403644985568,40.2354072160174,5.545307653597645,54.38375256645814,gravel,medium,14/10,high,75,High
27.195677484062827,6.7413965481571605,6.7895064600943735,112.0187380665738,48.235903848291585,6.395134108580393,17.731627861929788,glass,medium,14/10,high,65,Medium
25.899269071460505,6.499725715623726,7.571240868806735,139.44517161673008,59.70459913193886,2.80230892810838,52.52639103769813,glass,medium,10/14,high,45,Medium
29.414535536872922,5.880965990980342,6.768074168735395,59.26107426561854,33.69972877529651,4.353030546350121,52.70229679209669,gravel,high,10/14,low,0,Low
27.124995170219588,7.160204616830249,7.734285110681628,131.81429558299786,39.58140153172408,4.317840111572393,25.63379818334297,glass,medium,12/12,low,65,Medium
24.123434643423057,8.04527374695567,7.007816440081339,155.9452641508538,35.57068123376636,6.680672471436365,53.38373310479502,glass,medium,10/14,medium,15,Low
24.385133358677734,5.872266818524,7.548104142902778,93.9635976985606,42.11896396676527,2.953459425249511,32.77061196239922,glass,low,10/14,medium,30,Low
26.752834102001092,7.214549384939573,6.108532659912956,109.53258855927052,38.82319092668819,5.426318705105192,21.819045460829212,sand,high,10/14,high,45,Medium
25.515319282343285,8.271688451453572,7.701353118653893,95.5815491033164,44.06095588786627,3.983050603755157,35.32969420815506,sand,low,14/10,low,70,High
25.527930672853543,5.77794486452366,6.892137090558638,161.522268864953,60.1831210771142,6.823789018105691,49.26692985582457,glass,high,10/14,medium,15,Low
26.13461496088997,5.089833907228856,7.185536805845539,62.88086118551933,53.53190877937677,6.387892688700286,34.839317279009336,glass,medium,10/14,medium,55,Medium
26.91004532112284,5.674983126016414,7.296745121119102,122.75203754137603,41.41454012410696,6.457288969692897,11.906145289145183,gravel,medium,10/14,low,50,Medium
27.959831000058912,8.282929739561602,8.319233688268529,38.30217896270964,39.8315537244822,5.295837412526879,9.668220015952164,gravel,low,12/12,low,40,Medium
26.90260930817224,5.092718748828168,7.506021477737418,69.02996632070939,60.89946426414407,5.587628204715149,65.92977026578582,sand,medium,12/12,high,25,Low
25.223472492437708,5.2223320464062155,7.7826733746553955,139.82137247063042,59.82544262420703,7.252752934229104,45.39546440719576,gravel,high,14/10,low,20,Low
26.375308118158895,6.635018310504459,6.375867919186691,108.55994373749988,49.90009820795714,7.218875821530626,53.33942012316047,gravel,low,12/12,high,40,Medium
26.29324279720206,7.863967134404849,7.335924769048847,89.96190281799925,65.37960029586179,2.51744370119364,21.19574625166407,sand,medium,14/10,medium,85,High
28.530224599874266,7.558796872183909,6.647891320596954,67.92792688577163,41.722597351534944,3.3580524567246193,19.32459360705467,glass,low,12/12,low,60,Medium
28.380422946053358,5.699931311190413,7.072048910204091,44.68556423262509,47.53272257978367,5.7542010039867035,42.07689614724559,glass,medium,14/10,medium,50,Medium
28.49255889732381,7.647591980656213,6.9753112513766995,86.62153229502191,37.4206109038612,2.917444425004664,40.36502360000133,glass,medium,10/14,high,65,Medium
31.083547050341508,5.047009259256503,6.925408193377558,59.585073570650835,51.64041422488877,5.122060510881568,55.46852212854961,glass,low,10/14,low,15,Low
26.88497300152503,5.829274512302652,6.565430996415827,70.53927011138525,64.4891086216569,4.277683816520785,10.510333374178673,sand,high,10/14,medium,50,Medium
24.852121599792177,5.326318318471912,7.727084480288693,159.01970335406094,53.68450697881304,3.430224871633142,27.166217418351255,gravel,high,12/12,high,20,Low
26.929494524198535,5.811005615370867,6.58329471239439,114.05436062533585,44.26797070574291,3.377231430110015,54.67213986584951,sand,medium,10/14,medium,55,Medium
